x1,x2,y
-1.3468233502722957,1.2298419017032394,1.0
0.6072234966720979,-1.0602205813375174,3.0
-0.7185297340344672,0.9482974691905013,1.0
-1.4975883168886368,1.2641412879919742,1.0
1.2170923727906382,1.0404033797228776,2.0
0.5176827822015589,-1.1650677941588075,3.0
-0.8932704022105243,-0.7136769038177804,0.0
-1.2431120070165875,0.9045803882428004,1.0
-1.4950615731210388,-0.6902248369008566,0.0
0.4158643324502147,1.4358104450328457,2.0
-0.7467401801562354,0.9628296048883753,1.0
-0.8873755919987731,1.0417363237412447,1.0
0.7180571697636929,1.4779547781631193,2.0
-1.1118155557260139,-0.8823960519956718,0.0
0.5118066190259145,1.9358376905804913,2.0
-1.292640682254247,-0.9607510085624476,0.0
1.208789635373894,0.8783120870056706,2.0
1.6760911068415112,-1.1429258137777984,3.0
-1.012337917421087,1.6652858125082293,1.0
0.6270738956416486,-1.0515469517503797,3.0
-0.8207951901822998,0.7223559342712014,1.0
0.5788125039079537,-1.2785131649447194,3.0
0.384383764328339,-0.4889250603165385,3.0
0.5978420965907698,-1.5046574950263536,3.0
1.088680093296139,-1.0100114810854561,3.0
0.500683154036029,1.3611869053886203,2.0
0.9173976448582248,0.6917474027537611,2.0
0.5096429985379463,-0.8513518009889935,3.0
1.0968993558597495,-1.2902372281171859,3.0
1.1737900260341674,-1.0628707916324347,3.0
-0.9790694369591966,-0.7810291118332334,0.0
-0.8685406530786468,-0.9021998529351449,0.0
-1.0155155504123796,-1.2442575560819542,0.0
-1.2900704061152561,0.9933280008053539,1.0
1.3640641034761547,-0.7096690435234609,3.0
0.5201584597997126,0.4276851824415242,2.0
1.0889259769336699,-1.0663737729187517,3.0
-0.39502596684779157,0.9163403444241053,1.0
-0.15907992638249546,-0.7992895901754172,0.0
0.6997190280942813,-0.6135612308692477,3.0
0.9666113771127323,-1.1896978537562537,3.0
-0.6344486025475164,0.9837866391840951,1.0
1.226114877923682,-1.0345458684376896,3.0
0.8101178901101588,-0.5884331317815834,3.0
1.707722471839244,-0.9213746862142916,3.0
0.6693923750562556,0.6595203798711693,2.0
1.373061081756635,-0.9220632035928494,3.0
1.3735962598866465,1.0207034434537758,2.0
0.9988976641621329,-0.554851548220968,3.0
-0.8229117047398706,-1.2252207365884145,0.0
-1.337249837780776,-0.9678571776237495,0.0
0.5452738456654258,0.5467786603088699,2.0
1.0941513173308095,0.8108669849772274,2.0
0.9904518503252843,-1.0921599515929696,3.0
1.0309375896211705,0.8492895873429951,2.0
0.7584080989074755,-1.2359562751910655,3.0
-0.9989541281544422,-0.3655408467310097,0.0
0.947442135846447,-0.4174384920386143,3.0
1.060586988605415,-0.30247188602781283,3.0
0.6799663360605745,1.2139002598900923,2.0
-1.4940153792758664,1.23582435888733,1.0
0.7512031392470766,0.8091265922448936,2.0
-1.2784337510683652,1.0253856856432306,1.0
1.7306486750083567,-1.1082130648604755,3.0
-1.3009050687024082,-0.9023916292954837,0.0
-0.9653950013778982,0.8254286579283232,1.0
0.9083153098600639,-0.7456679468599592,3.0
0.8738870391188955,-0.5297257789387797,3.0
-1.1527125241139287,1.2985219446082732,1.0
-1.0528926943956967,-0.5831776508229074,0.0
-0.7627935932111095,-1.0074505940580545,0.0
0.27134226894070157,-1.6657850437906718,3.0
-0.8978897430119517,1.2879149528548428,1.0
1.2310397501935957,-1.1061717907619555,3.0
1.0211569270755934,-0.8117700506398415,3.0
1.289715389913137,0.7938750137747816,2.0
1.2801252085119512,-0.8513308428192782,3.0
-1.1038274767044796,1.0314512424192075,1.0
1.200548179255041,-1.2678363608588907,3.0
1.1926748317404643,-1.083180842100698,3.0
-1.0396771076102918,1.1479605965226605,1.0
1.2452683502818964,0.9804117366438398,2.0
0.7111527199754599,-0.9228011406854216,3.0
-1.4109576722208843,1.10332136525333,1.0
-1.0566269335661473,1.1677202340731723,1.0
1.0932796847009,-1.253192073599181,3.0
-1.2909692530520949,1.2599753067769655,1.0
0.8994873939207955,-1.0851500879075626,3.0
-0.8848928452013626,0.4423965709954708,1.0
0.7694524716232449,-1.0265279074181883,3.0
-0.9347967940007206,0.9252636020283812,1.0
0.8846450240335051,1.7107826889954802,2.0
1.4760803367514739,-1.0224872784773797,3.0
1.1112085172781212,-1.0808465905585933,3.0
-0.9373262741732947,-1.2605889407109774,0.0
-1.4845479597484037,1.027855439821846,1.0
0.8436148111635628,1.2161374422319702,2.0
-0.9745185863325012,0.9645547374742991,1.0
0.38543868933886194,-1.401600095714288,3.0
-0.578270289719125,0.693348459575112,1.0
-1.0500391222865972,0.7603468265846391,1.0
1.2419862072091947,-1.1166325313437193,3.0
1.025124564728751,-0.8406025486970701,3.0
1.2976342547541682,-0.8519039708786893,3.0
0.8216374392659471,-0.7790969869043693,3.0
-1.1061385195441844,1.0813677716485504,1.0
1.6142934738161343,1.3622740887333915,2.0
1.1499172246611626,-1.418172497991053,3.0
0.8407747928883242,-0.925672260986226,3.0
-0.9036994920400111,-0.7753104337429475,0.0
0.6520007383240052,-1.2687205071135321,3.0
-1.761046430706188,-1.088197710438009,0.0
-1.1623175485023742,0.7250425783006185,1.0
